2025-04-08 22:47:50,252 INFO    StreamThr :3261620 [internal.py:wandb_internal():85] W&B internal server running at pid: 3261620, started at: 2025-04-08 22:47:50.252387
2025-04-08 22:47:50,254 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: status
2025-04-08 22:47:50,256 INFO    WriterThread:3261620 [datastore.py:open_for_write():87] open: /home/hawk/Desktop/Heavy Detector/Heavy-Clutter-Detection/finalDiffusion/wandb/run-20250408_224750-wow0bkho/run-wow0bkho.wandb
2025-04-08 22:47:50,257 DEBUG   SenderThread:3261620 [sender.py:send():379] send: header
2025-04-08 22:47:50,261 DEBUG   SenderThread:3261620 [sender.py:send():379] send: run
2025-04-08 22:47:50,714 INFO    SenderThread:3261620 [dir_watcher.py:__init__():211] watching files in: /home/hawk/Desktop/Heavy Detector/Heavy-Clutter-Detection/finalDiffusion/wandb/run-20250408_224750-wow0bkho/files
2025-04-08 22:47:50,714 INFO    SenderThread:3261620 [sender.py:_start_run_threads():1188] run started: wow0bkho with start time 1744141670.252186
2025-04-08 22:47:50,720 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: check_version
2025-04-08 22:47:50,720 DEBUG   SenderThread:3261620 [sender.py:send_request():406] send_request: check_version
2025-04-08 22:47:51,086 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: run_start
2025-04-08 22:47:51,099 DEBUG   HandlerThread:3261620 [system_info.py:__init__():26] System info init
2025-04-08 22:47:51,099 DEBUG   HandlerThread:3261620 [system_info.py:__init__():41] System info init done
2025-04-08 22:47:51,099 INFO    HandlerThread:3261620 [system_monitor.py:start():194] Starting system monitor
2025-04-08 22:47:51,099 INFO    SystemMonitor:3261620 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-08 22:47:51,099 INFO    HandlerThread:3261620 [system_monitor.py:probe():214] Collecting system info
2025-04-08 22:47:51,100 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started cpu monitoring
2025-04-08 22:47:51,100 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started disk monitoring
2025-04-08 22:47:51,100 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started gpu monitoring
2025-04-08 22:47:51,101 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started memory monitoring
2025-04-08 22:47:51,101 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started network monitoring
2025-04-08 22:47:51,126 DEBUG   HandlerThread:3261620 [system_info.py:probe():152] Probing system
2025-04-08 22:47:51,127 DEBUG   HandlerThread:3261620 [system_info.py:_probe_git():137] Probing git
2025-04-08 22:47:51,131 DEBUG   HandlerThread:3261620 [system_info.py:_probe_git():145] Probing git done
2025-04-08 22:47:51,131 DEBUG   HandlerThread:3261620 [system_info.py:probe():200] Probing system done
2025-04-08 22:47:51,131 DEBUG   HandlerThread:3261620 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-52-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2025-04-08T19:47:51.126185', 'startedAt': '2025-04-08T19:47:50.246154', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/arigra/Heavy-Clutter-Detection.git', 'commit': '18b10e19656126a5a79cdf5f12d96f04b43df4a7'}, 'email': 'ari.granevich@gmail.com', 'root': '/home/hawk/Desktop/Heavy Detector/Heavy-Clutter-Detection', 'host': 'hawk-Z790-GAMING-X', 'username': 'hawk', 'executable': '/bin/python3', 'cpu_count': 20, 'cpu_count_logical': 28, 'cpu_freq': {'current': 1779.8311071428575, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 1615.12, 'min': 800.0, 'max': 5500.0}, {'current': 935.946, 'min': 800.0, 'max': 5500.0}, {'current': 1645.938, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1515.953, 'min': 800.0, 'max': 5600.0}, {'current': 800.0, 'min': 800.0, 'max': 5600.0}, {'current': 1624.214, 'min': 800.0, 'max': 5600.0}, {'current': 800.0, 'min': 800.0, 'max': 5600.0}, {'current': 1623.828, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 5355.069, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1700.28, 'min': 800.0, 'max': 4300.0}, {'current': 1702.868, 'min': 800.0, 'max': 4300.0}, {'current': 1100.05, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 1706.382, 'min': 800.0, 'max': 4300.0}, {'current': 1698.926, 'min': 800.0, 'max': 4300.0}, {'current': 1692.903, 'min': 800.0, 'max': 4300.0}, {'current': 1703.14, 'min': 800.0, 'max': 4300.0}, {'current': 1699.964, 'min': 800.0, 'max': 4300.0}, {'current': 1700.06, 'min': 800.0, 'max': 4300.0}, {'current': 1706.02, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 1832.2072448730469, 'used': 1105.6014595031738}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.62469482421875}}
2025-04-08 22:47:51,131 INFO    HandlerThread:3261620 [system_monitor.py:probe():224] Finished collecting system info
2025-04-08 22:47:51,131 INFO    HandlerThread:3261620 [system_monitor.py:probe():227] Publishing system info
2025-04-08 22:47:51,132 INFO    HandlerThread:3261620 [system_monitor.py:probe():229] Finished publishing system info
2025-04-08 22:47:51,136 DEBUG   SenderThread:3261620 [sender.py:send():379] send: files
2025-04-08 22:47:51,137 INFO    SenderThread:3261620 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2025-04-08 22:47:51,250 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: python_packages
2025-04-08 22:47:51,251 DEBUG   SenderThread:3261620 [sender.py:send_request():406] send_request: python_packages
2025-04-08 22:47:51,251 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: stop_status
2025-04-08 22:47:51,252 DEBUG   SenderThread:3261620 [sender.py:send_request():406] send_request: stop_status
2025-04-08 22:47:51,292 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: internal_messages
2025-04-08 22:47:51,293 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: pause
2025-04-08 22:47:51,293 INFO    HandlerThread:3261620 [handler.py:handle_request_pause():724] stopping system metrics thread
2025-04-08 22:47:51,293 INFO    HandlerThread:3261620 [system_monitor.py:finish():203] Stopping system monitor
2025-04-08 22:47:51,293 DEBUG   SystemMonitor:3261620 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-04-08 22:47:51,293 INFO    HandlerThread:3261620 [interfaces.py:finish():200] Joined cpu monitor
2025-04-08 22:47:51,293 DEBUG   SystemMonitor:3261620 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-04-08 22:47:51,293 INFO    HandlerThread:3261620 [interfaces.py:finish():200] Joined disk monitor
2025-04-08 22:47:51,293 DEBUG   SystemMonitor:3261620 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-04-08 22:47:51,325 INFO    HandlerThread:3261620 [interfaces.py:finish():200] Joined gpu monitor
2025-04-08 22:47:51,325 INFO    HandlerThread:3261620 [interfaces.py:finish():200] Joined memory monitor
2025-04-08 22:47:51,325 INFO    HandlerThread:3261620 [interfaces.py:finish():200] Joined network monitor
2025-04-08 22:47:51,325 DEBUG   HandlerThread:3261620 [handler.py:handle_request():158] handle_request: resume
2025-04-08 22:47:51,325 INFO    HandlerThread:3261620 [handler.py:handle_request_resume():715] starting system metrics thread
2025-04-08 22:47:51,325 INFO    HandlerThread:3261620 [system_monitor.py:start():194] Starting system monitor
2025-04-08 22:47:51,325 INFO    SystemMonitor:3261620 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-08 22:47:51,325 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started cpu monitoring
2025-04-08 22:47:51,325 INFO    SystemMonitor:3261620 [interfaces.py:start():188] Started disk monitoring
